"","year","hospital","sum"
"1742",2007,36279,1
"1743",2007,36317,1
"1744",2007,36330,1
"1745",2007,37010,1
"1746",2007,37016,2
"1747",2007,37022,6
"1748",2007,39034,1
"1749",2007,39096,1
"1750",2007,40131,5
"1751",2007,41064,1
"1752",2007,45100,1
"1753",2007,47072,1
"1754",2007,48003,4
"1755",2007,48006,18
"1756",2007,48016,1
"1757",2007,48066,1
"1758",2007,48077,1
"1759",2007,48127,1
"1760",2007,48133,1
"1761",2007,48172,1
"1762",2007,49024,1
"1763",2007,49025,1
"1764",2007,51007,4
"1765",2007,51026,1
"1766",2007,51043,2
"1767",2007,53112,1
"1768",2007,53128,2
"1769",2007,54008,5
"1770",2007,55010,2
"1771",2007,55151,2
"1772",2008,4107,2
"1773",2008,5107,2
"1774",2008,6002,3
"1775",2008,6081,15
"1776",2008,6127,1
"1777",2008,6180,1
"1778",2008,6295,1
"1779",2008,6407,3
"1780",2008,6626,9
"1781",2008,6635,4
"1782",2008,8067,3
"1783",2008,9030,2
"1784",2008,12006,1
"1785",2008,12007,8
"1786",2008,12031,2
"1787",2008,12033,2
"1788",2008,12055,2
"1789",2008,12183,1
"1790",2008,12316,5
"1791",2008,12336,1
"1792",2008,13021,2
"1793",2008,17043,1
"1794",2008,17109,1
"1795",2008,17223,4
"1796",2008,18007,4
"1797",2008,18062,1
"1798",2008,18145,1
"1799",2008,21062,2
"1800",2008,22050,1
"1801",2008,22088,1
"1802",2008,24018,1
"1803",2008,25101,5
"1804",2008,26049,1
"1805",2008,27072,1
"1806",2008,27108,9
"1807",2008,29056,1
"1808",2008,32025,1
"1809",2008,34045,2
"1810",2008,34068,1
"1811",2008,34091,1
"1812",2008,36073,4
"1813",2008,36125,9
"1814",2008,36219,2
"1815",2008,36292,4
"1816",2008,36341,3
"1817",2008,37022,5
"1818",2008,37086,1
"1819",2008,39048,1
"1820",2008,39139,1
"1821",2008,39151,1
"1822",2008,41051,5
"1823",2008,42285,1
"1824",2008,42323,14
"1825",2008,47026,2
"1826",2008,48006,9
"1827",2008,48077,1
"1828",2008,48205,1
"1829",2008,48302,1
"1830",2008,51007,2
"1831",2008,53023,1
"1832",2008,54006,1
"1833",2008,54008,7
"1834",2008,55048,1
"1835",2009,4050,1
"1836",2009,4072,1
"1837",2009,4117,3
"1838",2009,5107,1
"1839",2009,6010,1
"1840",2009,6081,2
"1841",2009,6139,1
"1842",2009,6144,1
"1843",2009,6183,1
"1844",2009,6207,1
"1845",2009,6367,2
"1846",2009,6624,4
"1847",2009,6636,1
"1848",2009,6690,1
"1849",2009,8003,1
"1850",2009,8074,1
"1851",2009,9071,1
"1852",2009,12042,2
"1853",2009,12155,1
"1854",2009,12316,7
"1855",2009,12320,2
"1856",2009,12376,2
"1857",2009,13012,1
"1858",2009,13100,2
"1859",2009,17005,1
"1860",2009,17123,4
"1861",2009,17190,1
"1862",2009,17223,2
"1863",2009,18004,5
"1864",2009,18019,1
"1865",2009,20060,7
"1866",2009,21060,1
"1867",2009,22088,1
"1868",2009,22113,1
"1869",2009,24035,3
"1870",2009,29005,2
"1871",2009,29017,1
"1872",2009,29079,2
"1873",2009,30033,1
"1874",2009,31050,4
"1875",2009,33028,4
"1876",2009,34119,1
"1877",2009,34123,1
"1878",2009,36119,5
"1879",2009,36205,4
"1880",2009,36291,5
"1881",2009,36292,4
"1882",2009,37009,1
"1883",2009,37091,1
"1884",2009,37096,1
"1885",2009,37120,1
"1886",2009,39031,4
"1887",2009,39033,5
"1888",2009,39047,2
"1889",2009,39161,10
"1890",2009,40032,1
"1891",2009,40131,3
"1892",2009,41051,3
"1893",2009,42080,1
"1894",2009,48016,1
"1895",2009,48070,1
"1896",2009,48130,1
"1897",2009,48199,1
"1898",2009,48227,1
"1899",2009,48509,1
"1900",2009,48623,1
"1901",2009,50004,1
"1902",2009,51007,3
"1903",2009,51043,2
"1904",2009,55075,5
